sample_name,species,split,T(degrees),t(day),delta_L(mm),delta_R(mm),delta_T(mm),volume(mm^3)_change_rate(%),weight(g)_change_rate(%),density(g/cm^3)_change_rate(%),EMC(%),delta_EMC(%),L*,a*,b*,delta_E*ab
W505,Acer spp.,train,160,0.25,0.0286185600933359,-0.1200472342456605,-0.5488815244407523,-0.6398384465899872,-0.6838965422504948,-0.0443418116191563,9.212203242474242,-6.701350068761541,69.04,5.47,18.13,12.708304371551689
W506,Acer spp.,test,160,0.25,0.0100298037924159,-0.0969439774190552,-0.8649093904448066,-0.951138796196483,-0.698457412427517,0.2551078131519784,9.22104670028075,-6.611785970754356,69.62,5.17,17.77,11.447890635396542
W507,Acer spp.,val,160,0.25,0.0033732292347906,-0.1935474480862333,-0.3565062388591687,-0.5460174336596216,-1.1361147759017558,-0.5933370660632024,8.869739045869585,-10.169732859719064,73.24,5.27,19.05,13.50705371278282
W653,Acer spp.,not assigned,160,0.25,0.0033839707771895,-0.1910472480649086,-0.8462181362306679,-1.0322996904024508,-1.050326202631211,-0.0182145408778451,8.844067585260929,-10.429726322033003,71.05,5.57,18.6,14.435962039296173
W508,Acer spp.,not assigned,160,0.5,0.0356353993461026,-0.2559881282001437,-0.7763816528756639,-0.995112650572534,-1.4896909071282072,-0.4995493351859574,8.546798929236736,-13.440381161480705,69.53,5.99,19.75,16.78625032578747
W509,Acer spp.,train,160,0.5,0.0050994223391252,-0.1256943592342719,-0.7534107106495426,-0.873139227490336,-1.3437272055138354,-0.4747330585838586,8.618304907429291,-12.71618836505841,69.59,6.25,20.95,17.543391918326396
W510,Acer spp.,test,160,0.5,0.0185853638120519,-0.2466046984617987,-0.5370351606039196,-0.7638927998241141,-1.2512393621416165,-0.4910980247688015,8.635900117662432,-12.537988935801412,70.91,5.88,20.42,15.990025015615204
W511,Acer spp.,val,160,0.5,0.0102184824447291,-0.2391905203248761,-0.801314978426129,-1.028487704628853,-1.3709377499503277,-0.3460087022813732,8.57498527877353,-13.154917598741658,69.74,6.03,20.12,16.394383184493414
W654,Acer spp.,not assigned,160,0.5,-0.0220947463276731,-0.3021869841021868,-0.8335971298934328,-1.1551240200380497,-1.5291983277679906,-0.3784458263732093,8.596207351394064,-12.93998630900313,67.72,6.63,20.98,18.119208040088292
W512,Acer spp.,not assigned,160,1.0,0.0339185690872569,-0.2713071745600176,-1.0204081632653206,-1.255457878956706,-1.6300701891402043,-0.3793752060992904,8.361239757748477,-15.319673196896538,67.17,7.17,22.16,20.235300837892183
W513,Acer spp.,train,160,1.0,0.0135785391805431,-0.3244349596961954,-1.0794297352342146,-1.3869929032906942,-1.8167738561565647,-0.4358258261452095,8.35774572868438,-15.355059758169713,67.71,6.54,21.12,19.062953601160554
W514,Acer spp.,test,160,1.0,0.0730773447343079,-0.3379637047589842,-1.0138248847926288,-1.2762386731640396,-1.7766548660070336,-0.5068852585410564,8.378557382772586,-15.144285073964628,66.0,7.65,23.33,21.323135322930348
W515,Acer spp.,val,160,1.0,0.0254004958405852,-0.4049215117363933,-0.9764035801464612,-1.3523119145687277,-1.8122865506586447,-0.4662801987732046,8.389147110278362,-15.037035238781527,66.05,7.82,23.57,21.63188849823335
W655,Acer spp.,not assigned,160,1.0,0.0033737484199835,-0.4030805594000053,-0.6984866123399378,-1.095402530021632,-2.05910751018009,-0.9743783452037956,8.22903495424445,-16.658606930412127,65.3,8.12,23.44,23.03590458393158
W516,Acer spp.,val,160,2.0,0.0424182791273257,-0.6520774318013578,-1.4376668720476544,-2.039007121984556,-3.1401163384018744,-1.1240282321234292,7.723915585852305,-21.77431637414444,58.31,9.92,23.39,28.103567389212344
W517,Acer spp.,not assigned,160,2.0,0.0203953287807318,-0.5894808233661237,-1.6593260268360217,-2.219093120266232,-2.986831532670388,-0.7851618857947815,7.715966342222565,-21.85482411796079,59.16,10.47,25.11,29.638982776067067
W518,Acer spp.,test,160,2.0,0.0407016512889023,-0.7207843969659558,-1.4931437277805837,-2.163360974846261,-3.078782851477936,-0.9356636590881992,7.700617364485099,-22.010274324934898,59.25,8.84,22.86,27.399709852478367
W519,Acer spp.,not assigned,160,2.0,0.0643583255085245,-0.661444770489099,-1.441717791411043,-2.0306223483450143,-3.136178985023953,-1.128471633871071,7.661612130885868,-22.405308557167427,60.02,10.04,24.36,28.814978743702024
W656,Acer spp.,train,160,2.0,0.0503873109509552,-0.641460594267403,-0.4506484941745284,-1.039399147315866,-3.3967624090152846,-2.3821230281419257,7.642269910922189,-22.60120121843264,59.63,9.55,23.46,28.420855018806176
W520,Acer spp.,not assigned,160,4.0,0.0965984237758079,-1.4052119173954043,-2.4152586296257774,-3.693551541433187,-6.497689399243807,-2.9116823459822765,6.873235374059108,-30.389770592261375,47.11,11.32,19.47,39.74421341528853
W521,Acer spp.,test,160,4.0,0.1377067047331069,-1.4188724956778356,-2.7157699825120805,-3.9640438655033474,-6.425261297466189,-2.5628082762209643,6.889495991995233,-30.225087545159973,48.4,10.78,19.75,38.54893772855486
W522,Acer spp.,train,160,4.0,0.1283247712319094,-1.4608887670000907,-2.461887103419849,-3.763515254547536,-6.49854510184287,-2.841988518730237,6.8817641271335095,-30.303393736856176,46.14,11.22,18.88,39.85055457581488
W523,Acer spp.,val,160,4.0,0.1321237193020724,-1.450893620258753,-2.551916520301683,-3.838959801453734,-6.388323150033946,-2.651139529394101,6.832090239153844,-30.8064771538579,46.9,11.67,19.78,39.42452155702083
W657,Acer spp.,not assigned,160,4.0,0.1711046739153039,-1.2782372290466415,-2.59968928016573,-3.680107520644243,-6.356546382831425,-2.778697933825884,6.854449790057923,-30.580025798247227,50.53,10.14,20.82,35.69993417360878
W524,Acer spp.,val,160,8.0,0.1304746410628122,-2.1382666325073414,-3.981750311074229,-5.912336354088941,-9.632252228970144,-3.9536701526362807,6.563752938417627,-33.52412321809711,43.2,9.98,16.62,43.35906133670331
W525,Acer spp.,train,160,8.0,0.1239827667686106,-2.20455160046078,-3.99426464563704,-5.994354314051805,-10.056520026823064,-4.32119335294185,6.646666903350246,-32.68439348297875,42.83,10.24,16.4,43.84614122132073
W526,Acer spp.,not assigned,160,8.0,0.202049414153216,-2.28346255593762,-4.341287347102464,-6.336769614949095,-10.303448138045432,-4.23504347094293,6.544429715609715,-33.719823481415936,43.78,9.84,17.0,42.95723105601664
W527,Acer spp.,test,160,8.0,0.1304843607452091,-2.4275626381776894,-4.1755130927105295,-6.3797327614301045,-10.548891093673271,-4.453264720574892,6.527779333833762,-33.8884539490302,42.36,9.84,15.6,44.10776235539499
W658,Acer spp.,not assigned,160,8.0,0.0267309205065462,-3.0095940238567214,-4.059344735215314,-6.922103397021704,-11.949434593900229,-5.40120842902423,6.7297383923341325,-31.84306838777897,38.77,9.33,13.29,45.64042725479244
W528,Acer spp.,not assigned,160,16.0,0.074433142906138,-4.415029262506779,-7.677425924040318,-11.687834051067297,-17.897212615283266,-7.031170051707939,6.742347786295901,-31.71536392858294,38.17,9.16,13.09,46.97099530561387
W529,Acer spp.,train,160,16.0,0.037320920900687,-4.366940818038056,-7.777210015329578,-11.771617429367518,-18.142992888991,-7.221457850621673,6.791509337687527,-31.21746931503205,41.02,9.49,16.26,43.67697448313012
W530,Acer spp.,val,160,16.0,0.1154806683501712,-4.382755405437742,-7.381930184804922,-11.338873050066285,-18.216773919055463,-7.757515729382816,6.831970970951439,-30.807685069268725,39.68,9.03,14.65,46.574474768911784
W531,Acer spp.,test,160,16.0,0.0527958182605431,-4.331030194837094,-8.360258481421642,-12.28265541712856,-18.627371163396564,-7.233137045403606,6.817783891945971,-30.95136788681395,38.19,8.64,13.09,47.45265956719391
W659,Acer spp.,not assigned,160,16.0,0.160064598747634,-5.314331509789051,-7.503860010293353,-12.279158800732857,-20.10376650548402,-8.919895885376599,6.97775676751592,-29.331206789251624,36.0,8.09,11.07,47.527623546733324
W548,Acer spp.,not assigned,140,0.5,0.0134329428731686,-0.1390237141623095,0.0832812825317418,-0.0424208885991263,-0.5715727077815644,-0.5293763853491447,9.425040082803978,-4.545797337701566,76.96,4.68,17.46,8.070446084325216
W549,Acer spp.,val,140,0.5,-0.0169226590057857,-0.1405796430676004,-0.0619131152615852,-0.2193071586691314,-0.5563950404787408,-0.3378287644741472,9.430630050416108,-4.489183689734441,78.15,4.33,16.3,8.548368265347488
W550,Acer spp.,test,140,0.5,-0.0050711653306175,-0.1808368066297254,-0.3018318068276427,-0.4871776993845365,-0.5979189718495037,-0.1112834204726194,9.444996080480797,-4.343688505289607,76.96,4.88,17.77,8.446448957994123
W551,Acer spp.,not assigned,140,0.5,-0.0237225612099995,-0.1415763108613946,-0.1169466298107509,-0.2820144399305923,-0.5512379318640624,-0.2699848883041214,9.393537801337876,-4.864843743124961,76.41,5.04,17.45,8.925233890492738
W648,Acer spp.,train,140,0.5,0.0135681209819389,-0.2069073454502726,0.4529090697944454,0.2586713994791367,-0.460712625216621,-0.7175279850152568,9.447376402790416,-4.319581258408143,78.83,4.29,15.83,7.21455473331515
W552,Acer spp.,not assigned,140,1.0,,-0.2600451630589462,-0.3190285067407514,,-0.8796770187626269,,9.212430018242436,-6.699053346419151,73.03,5.37,17.89,12.070927884798248
W553,Acer spp.,val,140,1.0,0.0203245194181087,-0.2463735587591797,-0.4867495943753372,-0.7117447321129099,-0.7243774277142027,-0.0127232526820122,9.306959348145504,-5.741686403167458,75.6,4.66,18.02,10.001409900609026
W554,Acer spp.,train,140,1.0,-0.0219300520493215,-0.2414061912155939,-0.1261431725007745,-0.3890981896542257,-0.7269474101494116,-0.3391689206252101,9.295573998726478,-5.856994077328719,75.33,4.63,17.83,10.143101103705908
W555,Acer spp.,test,140,1.0,0.0101564618241243,-0.2872212428999152,-0.3730590844928316,-0.6491266222725227,-0.7307835651762252,-0.0821904630805418,9.23121413677112,-6.508812982334014,75.4,4.84,18.23,10.925859233945857
W649,Acer spp.,not assigned,140,1.0,0.0167594309620011,-0.3742614218056951,-1.0296722763507526,-1.3834882088117972,-0.8257350458075885,0.5655778660932532,9.433319786025764,-4.461942790413427,71.61,6.9,21.8,11.965441905755094
W544,Acer spp.,not assigned,140,2.0,0.0354742321420135,-0.2787442053433545,-0.3050063104753883,-0.5475936404238656,-1.0799931527811557,-0.5353309505979744,9.086666282112454,-7.972753728661745,71.97,6.07,20.68,14.218431699733982
W545,Acer spp.,val,140,2.0,0.0303951392736974,-0.3117762616736896,-0.4504965700829191,-0.730700534723733,-0.9959794843910936,-0.267231612488768,9.112608521155014,-7.710017897161105,72.91,5.61,20.0,13.999874999441959
W546,Acer spp.,test,140,2.0,0.0255351023591377,-0.326327170702855,-0.3462321792260582,-0.6460527088137357,-1.137915796239762,-0.495061445303689,9.040991517244889,-8.43533513138447,72.6,6.36,21.01,15.62403277006293
W547,Acer spp.,not assigned,140,2.0,-0.0016888255941761,-0.3295923732869786,-0.3234220135628832,-0.6536579016848472,-1.0496847282907285,-0.3986325195687241,9.070381123115412,-8.137685320849613,72.37,5.74,19.72,13.784153945745084
W647,Acer spp.,train,140,2.0,0.0323824431334799,-0.2567713576718646,-0.4056162246489829,-0.6292088301671487,-1.0665246701683355,-0.4400848930082118,9.05528063583967,-8.290618885063092,72.8,5.86,19.79,14.236674471238011
W556,Acer spp.,not assigned,140,4.0,0.035378607860381,-0.4504877660706134,-0.4204265791632524,-0.8339451785736706,-1.261355204844891,-0.431004366404314,9.062614241033362,-8.216346157281157,64.74,6.97,21.77,16.822811893378596
W557,Acer spp.,not assigned,140,4.0,0.0220829588863476,-0.500360266152111,-0.8417333471890214,-1.3161209961838802,-1.5080387411811056,-0.19447730159634,8.87102511204382,-10.15670793673156,69.69,6.37,20.92,16.302739033671614
W558,Acer spp.,test,140,4.0,0.0220196042719932,-0.3925888302227458,-0.8941272099166755,-1.261473835094035,-1.5912020019156516,-0.3339407419054847,8.81795389225219,-10.69419859194569,68.39,7.33,22.02,19.493365538049087
W559,Acer spp.,train,140,4.0,0.0336141452033959,-0.3719303938142253,-0.7911229836638419,-1.1268780890962342,-1.2182289964040498,-0.0923920531103701,9.06505473367427,-8.191629521904076,65.45,7.42,22.52,17.274918234249327
W650,Acer spp.,not assigned,140,4.0,-0.0119381150496992,-0.4304170260172939,-1.0231781165170075,-1.4609497003114793,-1.654962534576438,-0.1968892877239208,8.844202937079306,-10.428355516202092,67.75,7.41,23.21,19.216714079155157
W540,Acer spp.,not assigned,140,8.0,0.05096212110532,-0.6091885523437426,-0.9656004828002422,-1.5187367220611867,-2.3682282908107943,-0.8625920712980063,8.293046331373139,-16.01031738347611,63.22,9.48,25.89,24.99605968947906
W541,Acer spp.,train,140,8.0,0.0925790057021754,-0.6085242349139559,-0.7530759439966218,-1.265718914926756,-2.3451606354904446,-1.0932795668341238,8.356491105227445,-15.367766238001208,63.36,9.79,25.99,25.971821268444003
W542,Acer spp.,test,140,8.0,0.0491688801710305,-0.6024398815201549,-0.9255450431921006,-1.4739859558339825,-2.412095495087234,-0.9521440082136482,8.328584093211749,-15.650400747482562,63.01,9.9,26.12,26.680543472725585
W543,Acer spp.,val,140,8.0,0.0558450809378928,-0.5910744997089161,-1.0827767658368683,-1.6125250257340489,-2.1887654965094105,-0.5856847844972908,8.317500635001267,-15.762650950869256,62.8,9.11,24.97,24.09977178315181
W646,Acer spp.,not assigned,140,8.0,0.0675298703734561,-0.5579292181350166,-1.1483354403708572,-1.6334779000934163,-2.2621249486231,-0.6390863833644413,8.355892912524904,-15.373824568465343,62.82,9.51,25.27,24.551800341319176
W536,Acer spp.,not assigned,140,16.0,0.0866042163456713,-1.1636761461393037,-1.905626134301271,-2.963158002513727,-4.240294959780468,-1.3161361509475258,7.601542176666297,-23.01368046154283,55.53,10.95,24.06,31.963188201429467
W537,Acer spp.,not assigned,140,16.0,0.0759683588596142,-1.179660438353361,-2.694034637588186,-3.7688663683702814,-4.511974454497078,-0.7722117136969352,7.626155098037031,-22.76440759225077,53.43,12.12,24.28,34.644337199605935
W538,Acer spp.,val,140,16.0,0.0518114631247093,-1.2963486424122386,-1.645413410119294,-2.870129761017127,-4.316931347679404,-1.4895537110288528,7.856996031181318,-20.426514382086992,52.22,11.83,23.64,30.431408117272525
W539,Acer spp.,test,140,16.0,0.0689680115424294,-1.3540762543174938,-1.7504118616144968,-3.013938916966852,-4.263221111563425,-1.288104889141752,7.848901300801065,-20.508495575527547,51.12,12.27,23.48,31.755788448722225
W645,Acer spp.,not assigned,140,16.0,0.075819865499373,-1.1590868947939827,-1.9367333763718493,-2.999873003228332,-4.623373272483922,-1.673709426493451,7.591077145047128,-23.119667411228704,53.45,12.14,24.35,34.67644878011588
W532,Acer spp.,not assigned,140,32.0,0.0884529630125146,-1.7726273905836645,-3.453592352759775,-5.081110670765661,-7.23933036833836,-2.273751529146886,7.322092625492431,-25.843868328892757,47.0,12.07,20.44,40.19709566622942
W533,Acer spp.,not assigned,140,32.0,0.0678658566601332,-1.8868811804901968,-3.3608371905816026,-5.119962105924862,-7.284298078230175,-2.281128907981263,7.236995726333281,-26.705706218907764,48.52,11.41,20.64,38.225845968402055
W534,Acer spp.,val,140,32.0,0.0946911584518281,-1.9433302052522927,-3.675145203284607,-5.457605792339009,-7.597180889666023,-2.2630853758869964,7.246659462878531,-26.60783456440431,46.35,12.13,20.09,40.02433509753785
W535,Acer spp.,test,140,32.0,0.1103176631077159,-1.91751387953172,-3.679168365267026,-5.421851387126002,-7.964890609543607,-2.6888232215527355,7.1963641720362,-27.11721137796104,45.58,12.25,19.83,43.04346872639332
W644,Acer spp.,train,140,32.0,0.0935169732259967,-2.2431626144091608,-3.6540429887410375,-5.7271770002346125,-8.289218393017256,-2.7176882066945645,7.412808360675652,-24.92512441960824,45.93,11.32,20.15,36.84225020272242
W560,Acer spp.,not assigned,140,64.0,0.0408984586402996,-3.051776998177983,-5.715456314657378,-8.555386137702348,-13.163162130372868,-5.038870850949359,6.918040967634615,-29.935991916310268,45.1,10.75,19.74,40.72001105107905
W561,Acer spp.,not assigned,140,64.0,0.1562251361145778,-3.075171107534732,-5.67142710366793,-8.429344053861813,-12.889092614702378,-4.870281330586722,6.9318501658161775,-29.796136171374847,44.11,10.31,18.42,41.33389650153975
W562,Acer spp.,test,140,64.0,0.1299700745228896,-3.14768669568236,-5.545093115714597,-8.399322712050141,-12.906644748226338,-4.920620861794793,6.961380851856451,-29.497057539848605,42.25,10.78,16.8,42.90707867007494
W563,Acer spp.,val,140,64.0,0.1244104655365863,-3.2872324756558484,-5.680998041035177,-8.667997922667317,-12.809737865548762,-4.534817860857313,6.919503209212877,-29.92118273749231,41.99,11.02,16.57,43.904517990748964
W651,Acer spp.,train,140,64.0,-0.1869845468083912,-3.724092017560279,-6.409465020576108,-10.06329885088365,-14.541458041739416,-4.979234432260193,7.147279317409226,-27.614329227863987,39.9,10.29,15.23,42.40701946612142
W564,Acer spp.,train,120,4.0,0.0318264690511195,-0.0484382061748,0.2756789871349729,0.2800567273313257,-0.3082265465116832,-0.5866403480829457,9.379281960679998,-5.009222959693097,73.16,5.71,17.23,7.105251578937938
W565,Acer spp.,not assigned,120,4.0,0.0304211653059019,-0.1258184668206914,-0.1002707309736088,-0.1415251779218584,-0.535307789998318,-0.3943407034586381,9.15499065276464,-7.280783374614448,76.83,5.21,17.21,8.076224365382634
W566,Acer spp.,test,120,4.0,0.0152314109468306,-0.2063470589174385,-0.0609198903441996,-0.1632164527706653,-0.5816379625670389,-0.4191055590231787,9.193794111245849,-6.8877926650448185,77.98,5.01,16.93,7.526393558670716
W567,Acer spp.,not assigned,120,4.0,0.0304224276770531,-0.1209807001797729,-0.2524742476267635,-0.290876376940289,-0.5356194371776518,-0.2454570367728707,9.10216100214604,-7.815827483968094,76.88,5.23,18.03,7.962983109362982
W568,Acer spp.,val,120,4.0,0.0433869331303079,-0.0484444118124698,0.1024275325207211,0.1183704628698602,-0.3207351773092456,-0.4385864833287263,9.423038127899936,-4.56607258400846,74.56,5.36,16.5,6.379976488984892
W569,Acer spp.,train,120,8.0,0.0067217319758472,-0.2651496395843477,-0.503597122302153,-0.646399136276451,-0.593350735666427,0.0533935359653184,9.261475466584924,-6.202334592481058,71.55,6.05,18.36,9.179182970177692
W570,Acer spp.,not assigned,120,8.0,0.0238026694019722,-0.2795336705875344,-0.4099200655872018,-0.5448333965899581,-0.7809027670108726,-0.2373626011429699,9.001838704468623,-8.831864004759066,75.39,5.55,19.04,10.63177783816046
W571,Acer spp.,test,120,8.0,0.0084798077972036,-0.2643479285247649,-0.4575030500203147,-0.5989893494389423,-0.7220618765507195,-0.1238141607477546,8.978700832381275,-9.066197982333303,73.88,5.55,19.0,9.55631728230075
